Lenght Selection Bubble Insertion Quick
690 238395 237705 119147 6505
690 238395 237705 120411 7556
690 238395 237705 116932 6955
690 238395 237705 122720 7026
690 238395 237705 115440 6734
690 238395 237705 120219 7272
690 238395 237705 116021 7462
690 238395 237705 116509 6775
690 238395 237705 115454 6912
690 238395 237705 121574 6924
690 238395 237705 121672 6762
690 238395 237705 116555 6719
690 238395 237705 120642 6911
700 245350 244650 116770 7395
700 245350 244650 120493 8514
700 245350 244650 120200 6961
700 245350 244650 124328 6769
700 245350 244650 122503 6843
700 245350 244650 125767 7328
700 245350 244650 127454 7429
700 245350 244650 118152 6991
700 245350 244650 118663 7356
700 245350 244650 119820 8025
700 245350 244650 124691 7153
700 245350 244650 124737 7705
700 245350 244650 121666 7096
700 245350 244650 122471 7170
700 245350 244650 119515 7456
710 252405 251695 128512 6893
710 252405 251695 128542 6858
710 252405 251695 120993 7051
710 252405 251695 130368 7493
710 252405 251695 127278 7591
710 252405 251695 122707 7677
710 252405 251695 127440 7419
710 252405 251695 124104 7104
710 252405 251695 124062 7934
710 252405 251695 127577 6944
710 252405 251695 126094 7924
710 252405 251695 127146 7465
710 252405 251695 126360 6789
710 252405 251695 131270 7822
710 252405 251695 127861 7012
720 259560 258840 128110 7027
720 259560 258840 130600 7350
720 259560 258840 125919 7259
720 259560 258840 131470 6777
720 259560 258840 127862 7548
720 259560 258840 127465 7447
720 259560 258840 126567 7216
720 259560 258840 128519 7133
720 259560 258840 129302 7483
720 259560 258840 130192 8372
720 259560 258840 131703 7410
720 259560 258840 127203 7584
720 259560 258840 136886 8674
720 259560 258840 130944 6867
720 259560 258840 129478 7062
730 266815 266085 129211 8704
730 266815 266085 133292 7530
730 266815 266085 132846 8609
730 266815 266085 131052 7107
730 266815 266085 135761 8033
730 266815 266085 136827 8106
730 266815 266085 124829 8111
730 266815 266085 134966 6817
730 266815 266085 133247 7198
730 266815 266085 132354 7460
730 266815 266085 134423 7320
730 266815 266085 134453 8778
730 266815 266085 134025 7237
730 266815 266085 128717 7131
730 266815 266085 129238 9321
740 274170 273430 138324 7778
740 274170 273430 135287 7774
740 274170 273430 131288 7907
740 274170 273430 142067 7212
740 274170 273430 133602 8405
740 274170 273430 141208 7936
740 274170 273430 133443 7540
740 274170 273430 135526 7115
740 274170 273430 131761 7317
740 274170 273430 133961 7898
740 274170 273430 137425 7616
740 274170 273430 139267 8021
740 274170 273430 132793 7354
740 274170 273430 136128 7644
740 274170 273430 130786 7709
750 281625 280875 144721 8164
750 281625 280875 141849 7477
750 281625 280875 141341 8216
750 281625 280875 137660 7312
750 281625 280875 141484 7624
750 281625 280875 131158 7953
750 281625 280875 148795 8906
750 281625 280875 140270 7537
750 281625 280875 147181 7582
750 281625 280875 137169 7594
750 281625 280875 136128 8262
750 281625 280875 140569 7556
750 281625 280875 145640 9059
750 281625 280875 136311 7432
750 281625 280875 139717 7806
760 289180 288420 147295 7707
760 289180 288420 142288 7906
760 289180 288420 141225 7949
760 289180 288420 147604 8276
760 289180 288420 143118 7606
760 289180 288420 142880 7400
760 289180 288420 146060 8111
760 289180 288420 151209 7135
760 289180 288420 139960 7836
760 289180 288420 145267 7682
760 289180 288420 139179 7554
760 289180 288420 138514 7894
760 289180 288420 147479 9438
760 289180 288420 144234 8838
760 289180 288420 145201 8100
770 296835 296065 148350 8196
770 296835 296065 151445 8871
770 296835 296065 142806 7800
770 296835 296065 145171 8758
770 296835 296065 151871 8522
770 296835 296065 143475 8110
770 296835 296065 145466 8083
770 296835 296065 150374 7812
770 296835 296065 155693 7737
770 296835 296065 150901 7725
770 296835 296065 147514 8668
770 296835 296065 152547 7694
770 296835 296065 146949 7542
770 296835 296065 144537 10373
770 296835 296065 143519 7587
780 304590 303810 152141 9220
780 304590 303810 148927 7814
780 304590 303810 155960 7676
780 304590 303810 155047 8063
780 304590 303810 155385 8219
780 304590 303810 155582 8312
780 304590 303810 147782 8200
780 304590 303810 148066 8778
780 304590 303810 157426 8447
780 304590 303810 147668 8273
780 304590 303810 155207 8529
780 304590 303810 146975 8412
780 304590 303810 158003 7975
780 304590 303810 155738 7947
780 304590 303810 147724 8202
790 312445 311655 156359 9031
790 312445 311655 159572 8407
790 312445 311655 158954 7436
790 312445 311655 151848 8748
790 312445 311655 154638 8728
790 312445 311655 153243 8009
790 312445 311655 153637 8431
790 312445 311655 158962 8476
790 312445 311655 155916 8041
790 312445 311655 156603 8164
790 312445 311655 160563 9007
790 312445 311655 151034 8576
790 312445 311655 159707 8552
790 312445 311655 156492 7335
790 312445 311655 157787 8270
800 320400 319600 161920 8458
800 320400 319600 164396 8026
800 320400 319600 161691 7888
800 320400 319600 159601 8495
800 320400 319600 163839 8939
800 320400 319600 158139 8434
800 320400 319600 157870 9176
800 320400 319600 158496 8073
800 320400 319600 154427 9068
800 320400 319600 160177 8196
800 320400 319600 161783 7576
800 320400 319600 162958 8375
800 320400 319600 160441 8798
800 320400 319600 161286 9176
800 320400 319600 156113 8313
810 328455 327645 166037 8361
810 328455 327645 161551 8994
810 328455 327645 158632 8400
810 328455 327645 159909 8509
810 328455 327645 161999 10095
810 328455 327645 167213 8065
810 328455 327645 163718 9302
810 328455 327645 160757 8292
810 328455 327645 161531 8531
810 328455 327645 172976 8217
810 328455 327645 161235 8334
810 328455 327645 163989 9303
810 328455 327645 169863 9498
810 328455 327645 163352 7977
810 328455 327645 170788 8513
820 336610 335790 167465 9143
820 336610 335790 159183 8528
820 336610 335790 167904 9056
820 336610 335790 165387 8624
820 336610 335790 172417 8288
820 336610 335790 171257 7962
820 336610 335790 164567 8581
820 336610 335790 172126 8426
820 336610 335790 168190 8081
820 336610 335790 168597 8740
820 336610 335790 164721 8402
820 336610 335790 170637 7920
820 336610 335790 169438 8976
820 336610 335790 170778 9031
820 336610 335790 169270 8279
830 344865 344035 173837 9053
830 344865 344035 173207 8823
830 344865 344035 170001 8453
830 344865 344035 174252 9217
830 344865 344035 172185 9549
830 344865 344035 182254 8163
830 344865 344035 175859 8547
830 344865 344035 169215 9410
830 344865 344035 170974 8808
830 344865 344035 174140 9086
830 344865 344035 172003 8759
830 344865 344035 168304 8888
830 344865 344035 175746 8762
830 344865 344035 172942 8576
830 344865 344035 174176 8892
840 353220 352380 173540 8217
840 353220 352380 179489 10171
840 353220 352380 179361 9753
840 353220 352380 172816 8646
840 353220 352380 177175 9575
840 353220 352380 175302 9144
840 353220 352380 172426 9429
840 353220 352380 170874 9077
840 353220 352380 175449 8496
840 353220 352380 173400 9195
840 353220 352380 175675 9815
840 353220 352380 182279 8516
840 353220 352380 181764 8431
840 353220 352380 173368 8260
840 353220 352380 180540 9999
850 361675 360825 181609 8640
850 361675 360825 182457 8599
850 361675 360825 175054 9074
850 361675 360825 187660 9455
850 361675 360825 181640 9323
850 361675 360825 177197 8787
850 361675 360825 178865 8785
850 361675 360825 183181 8800
850 361675 360825 179649 10526
850 361675 360825 186241 8448
850 361675 360825 176120 8367
850 361675 360825 179430 9237
850 361675 360825 183210 8406
850 361675 360825 177992 8599
850 361675 360825 180755 8919
860 370230 369370 179144 8702
860 370230 369370 184559 8362
860 370230 369370 186098 9824
860 370230 369370 176883 10334
860 370230 369370 186788 9680
860 370230 369370 186450 11564
860 370230 369370 185721 9934
860 370230 369370 183288 9054
860 370230 369370 191424 8943
860 370230 369370 189089 8625
860 370230 369370 184722 9565
860 370230 369370 192133 9679
860 370230 369370 181682 9347
860 370230 369370 181577 9899
860 370230 369370 179262 8637
870 378885 378015 182896 9905
870 378885 378015 196211 9214
870 378885 378015 189840 8868
870 378885 378015 190486 9221
870 378885 378015 189841 9525
870 378885 378015 190202 9399
870 378885 378015 183322 9026
870 378885 378015 180466 8567
870 378885 378015 192823 8741
870 378885 378015 192259 9657
870 378885 378015 188716 9549
870 378885 378015 187330 9476
870 378885 378015 184235 8878
870 378885 378015 193002 10208
870 378885 378015 186944 9039
880 387640 386760 195224 8628
880 387640 386760 202832 8660
880 387640 386760 188867 9571
880 387640 386760 203367 9888
880 387640 386760 195166 8925
880 387640 386760 201909 9082
880 387640 386760 189871 9463
880 387640 386760 188327 8848
880 387640 386760 194622 9499
880 387640 386760 190184 9494
880 387640 386760 199481 9746
880 387640 386760 193758 8503
880 387640 386760 193757 9934
880 387640 386760 194728 8768
880 387640 386760 195202 9148
890 396495 395605 196953 9953
890 396495 395605 204096 9014
890 396495 395605 197331 9438
890 396495 395605 199910 9986
890 396495 395605 193897 10544
890 396495 395605 201774 9404
890 396495 395605 192881 8700
890 396495 395605 197362 9508
890 396495 395605 210966 10071
890 396495 395605 200515 9302
890 396495 395605 195961 8855
890 396495 395605 199885 9505
890 396495 395605 191783 10622
890 396495 395605 189621 9523
890 396495 395605 198789 8963
900 405450 404550 198396 10546
900 405450 404550 198609 9912
900 405450 404550 203845 10683
900 405450 404550 204951 10096
900 405450 404550 204814 10004
900 405450 404550 197127 10712
900 405450 404550 196585 9302
900 405450 404550 210016 10253
900 405450 404550 193878 10119
900 405450 404550 198499 9027
900 405450 404550 207754 9887
900 405450 404550 198933 9695
900 405450 404550 194777 9775
900 405450 404550 203433 9086
900 405450 404550 210769 9281
910 414505 413595 196989 9442
910 414505 413595 209269 9407
910 414505 413595 215183 9432
910 414505 413595 208031 9962
910 414505 413595 201231 9471
910 414505 413595 201945 9944
910 414505 413595 205900 9926
910 414505 413595 212616 9260
910 414505 413595 205247 9884
910 414505 413595 205547 9980
910 414505 413595 213167 10106
910 414505 413595 216669 9965
910 414505 413595 208018 10810
910 414505 413595 210380 9816
910 414505 413595 212564 10509
920 423660 422740 221284 9656
920 423660 422740 216962 9189
920 423660 422740 218595 10381
920 423660 422740 215714 9731
920 423660 422740 220961 10874
920 423660 422740 212248 10965
920 423660 422740 213554 9207
920 423660 422740 209260 9326
920 423660 422740 212106 12502
920 423660 422740 212396 9992
920 423660 422740 202346 10161
920 423660 422740 215275 10201
920 423660 422740 209345 10372
920 423660 422740 205017 9619
920 423660 422740 210994 9750
930 432915 431985 219533 9681
930 432915 431985 216673 9990
930 432915 431985 208330 9779
930 432915 431985 223253 10367
930 432915 431985 220932 9675
930 432915 431985 212479 10320
930 432915 431985 214145 9668
930 432915 431985 213721 10301
930 432915 431985 216361 10231
930 432915 431985 216511 9750
930 432915 431985 213021 9889
930 432915 431985 224586 9316
930 432915 431985 220044 10047
930 432915 431985 208501 11447
930 432915 431985 226723 9691
940 442270 441330 219353 10668
940 442270 441330 217418 9770
940 442270 441330 220632 10029
940 442270 441330 224821 11020
940 442270 441330 225562 10639
940 442270 441330 222457 9765
940 442270 441330 226528 9738
940 442270 441330 219769 10211
940 442270 441330 228848 11310
940 442270 441330 221900 10445
940 442270 441330 221761 10646
940 442270 441330 217684 10118
940 442270 441330 218538 9601
940 442270 441330 220378 10079
940 442270 441330 226227 9533
950 451725 450775 222186 9500
950 451725 450775 232699 10674
950 451725 450775 226724 10734
950 451725 450775 217264 10091
950 451725 450775 229279 9749
950 451725 450775 230100 10657
950 451725 450775 230729 9341
950 451725 450775 229234 9780
950 451725 450775 227863 9697
950 451725 450775 220027 10266
950 451725 450775 227944 10444
950 451725 450775 217985 10728
950 451725 450775 221455 10912
950 451725 450775 228243 9677
950 451725 450775 227900 10196
960 461280 460320 229290 11497
960 461280 460320 230740 10977
960 461280 460320 231162 9839
960 461280 460320 230859 10145
960 461280 460320 220173 10101
960 461280 460320 227275 10285
960 461280 460320 233845 10331
960 461280 460320 233558 10874
960 461280 460320 236472 11045
960 461280 460320 221945 10589
960 461280 460320 233587 10579
960 461280 460320 226917 10262
960 461280 460320 228875 9647
960 461280 460320 221481 9995
960 461280 460320 230383 9803
970 470935 469965 230334 11348
970 470935 469965 235986 10935
970 470935 469965 236522 10195
970 470935 469965 236726 10805
970 470935 469965 235534 10698
970 470935 469965 223098 10344
970 470935 469965 231553 10648
970 470935 469965 236313 10349
970 470935 469965 224037 10234
970 470935 469965 231659 9553
970 470935 469965 236130 10141
970 470935 469965 236258 11742
970 470935 469965 228355 10084
970 470935 469965 231769 9835
970 470935 469965 233841 10070
980 480690 479710 249221 10442
980 480690 479710 235001 10796
980 480690 479710 238840 10393
980 480690 479710 242393 10265
980 480690 479710 240972 10283
980 480690 479710 239518 10726
980 480690 479710 242543 10974
980 480690 479710 238348 11268
980 480690 479710 235683 10175
980 480690 479710 239772 10711
980 480690 479710 240222 10238
980 480690 479710 240238 10391
980 480690 479710 233140 10518
980 480690 479710 241592 11341
980 480690 479710 247241 10886
990 490545 489555 250329 10381
990 490545 489555 245665 10093
990 490545 489555 247558 11396
990 490545 489555 247574 10515
990 490545 489555 245348 10833
990 490545 489555 240357 11657
990 490545 489555 247188 11881
990 490545 489555 251550 10451
990 490545 489555 243216 10707
990 490545 489555 249010 11534
990 490545 489555 243807 11698
990 490545 489555 239650 9941
990 490545 489555 238386 10849
990 490545 489555 249986 11077
990 490545 489555 251814 10322
